SentenceId,View,Opinion
131182,英朗,neu
128102,a4l,neu
107388,玛莎拉蒂总裁,neu
108817,瑞风m3,neu
126156,一汽丰田,pos
124578,雅阁,neu
122334,梅赛德斯-奔驰,neu
106879,福特,neu
112601,君越,neu
116357,阿特兹,pos
124938,智跑,neu
113173,通用,neu
127484,上汽大众辉昂,neu
104882,宝马,pos
113861,宝马x6,neu
100693,丰田,neu
120212,爱丽舍,neu
109057,英朗,neu
114445,江铃,neu
112285,维特拉,pos
106784,艾瑞泽7,pos
110688,迈锐宝,neu
126290,桑塔纳,neu
116742,英菲尼迪q60,neu
110226,大众,neu
115879,奥德赛,neg
128929,凯迪拉克,neu
115717,北汽幻速,neu
110564,s3,neu
106520,广本,neu
101019,荣放,neu
109594,tfsi,pos
106819,明锐,pos
118000,速腾,neu
119086,大众,neu
109727,五菱宏光,pos
129135,保时捷,neu
124627,自风,neu
130189,启辰,pos
112192,马自达6,neu
131087,c4l,neu
113393,哈弗h6,pos
132938,大众,neu
115877,凯迪拉克,neu
126947,iv,neu
114401,本田,neu
103127,捷豹,neu
112529,野帝,neu
126123,帝豪GS,pos
129793,日产,neg
114189,长安,neu
101469,大众,neu
121046,北汽,pos
129803,菲亚特,neg
111888,宝马x5,neu
120192,雅力士,neu
101654,长城,neu
105138,英菲尼迪qx50,neu
117272,朗逸,pos
107803,朗动,neu
130757,菲亚特西耶那,neu
111675,大众,pos
122842,高尔夫r,pos
115558,gs4,pos
119141,凯迪拉克,neg
110155,本田雅阁,neu
126966,奔驰,neu
109216,帕萨特,neu
122873,福克斯,neu
121565,长安,neu
112879,q5,neu
109964,东风日产,neu
132396,江淮,neu
105341,本田,neu
121657,凯迪拉克CT6 PHEV,pos
123017,蓝鸟,neu
131573,众泰,neu
132215,起亚,neu
118987,MG,neu
116341,王子,neu
110259,昂科威,pos
111144,奥迪,neu
129792,哈弗m2,neg
115765,桑塔纳,neg
125046,牧马人,pos
124307,宝来,neu
105620,比亚迪,neu
113491,梅赛德斯-奔驰,pos
128499,通用,neu
116695,东风悦达起亚,neu
114543,斯柯达,neu
119575,天籁,pos
107714,雷克萨斯,neu
110768,东风雪铁龙,neu
107151,上海大众,pos
121357,v6,neu
110252,奔驰ml,neu
100299,别克,neu
123041,凯迪拉克,neu
120655,梅赛德斯-奔驰,neu
132023,别克,pos
108042,威驰,neu
110454,奔驰,neu
121863,上汽大众,pos
112914,嘉年华st,pos
104133,凯美瑞,neu
116540,北汽幻速,pos
110230,丰田,neu
104863,polo,neu
105589,rs,neu
103004,朗逸,neu
116696,添越,neu
127212,卡罗拉,neu
103083,帕萨特,neu
105107,一汽大众迈腾,pos
118973,丰田,pos
122728,君威,neu
106572,奔驰,neu
113487,福特翼虎,pos
106985,迈腾,neu
124547,梅赛德斯-奔驰,neu
127854,雪佛兰,neu
102107,长安福特翼搏,neu
115783,宝马,neu
104495,帝豪,neu
104219,丰田霸道,pos
123525,长安cs75,pos
112730,宝马4系,neu
125397,大众,neu
127146,捷达,neg
131190,长安,neu
119533,东风标致308,neg
120115,rav4,neu
126386,东风标致,neu
129540,雪铁龙c5,neu
130645,通用,neu
106541,逍客,neu
112986,奥德赛,neu
125495,宝马5系,neu
131318,哈弗,neu
131668,别克,neu
100265,劳斯莱斯,neu
108411,玛莎拉蒂,neu
100765,桑塔纳,pos
116863,长安cs75,pos
129685,野帝,neu
108275,途安l,pos
130970,东风本田,neu
106608,长安铃木启悦,neg
129205,锋范,neu
103286,福睿斯,neu
114460,启程,neu
103921,玛驰,neu
102549,众泰t200,neu
111281,朗行,neu
132787,东风标致,pos
110411,飞度,neu
127638,起亚,neu
110734,3系,neu
111412,凯美瑞,neu
128001,别克凯越,neu
108312,gls,neu
125516,雅阁,pos
112519,斯柯达yeti,pos
116205,奔驰,neu
115273,比亚迪秦,pos
102305,雷诺,neu
132559,雪佛兰,neu
123699,本田雅阁,neu
112858,上海大众,neg
107740,jeep自由光,neu
126044,福特,neu
131118,起亚,neu
125625,别克,neu
124451,比亚迪s7,pos
112296,福特,neg
116667,大众,neu
111461,雪铁龙,neu
105721,哈弗,neu
121607,长安,pos
126165,梅赛德斯-amg,neu
120348,雷凌,neu
108662,凯迪拉克xts,pos
115945,嘉旅,neu
106973,大众途观,neu
128013,奥迪,neu
117670,野帝,pos
116688,福特翼虎,neu
100450,雅力士,neu
100306,长安cx70,pos
130928,中华骏捷,neu
114370,帕萨特,neu
118818,kx3,neu
105029,酷宝,pos
123438,宝骏560,pos
126522,北汽幻速s6cvt,pos
103038,比亚迪,neu
116060,现代,neu
132314,宝马,neu
115966,途安l,neu
108440,途观,pos
116374,现代,pos
128553,速派,pos
107123,起亚,neu
119138,迈腾,neg
100297,哈弗h6,neu
105476,威驰,pos
112598,凯越,neu
120144,长城,neu
117258,蓝瑟,neu
130451,宝马5,neu
106713,途观,neu
110302,上汽通用,pos
121508,passat,neu
124791,路虎,neu
128461,传祺gs5,neu
103192,别克,neu
131270,天籁,neu
102007,沃尔沃,neu
108152,蒙迪欧,neu
106352,奇瑞风云2,neu
101460,宝马,neu
117685,汉兰达,neu
102055,s2,neu
114261,长安,neu
127382,卡罗拉,neu
113270,起亚,pos
130278,梅甘娜,pos
119645,朗动,neu
123982,悦翔v7,pos
110973,别克,neu
125878,凌渡,pos
125589,迈腾,pos
113583,东风日产,neu
122846,马三,neu
115290,斯巴鲁,neu
126112,奥迪,neu
120117,起亚,neu
114727,corolla,pos
101279,轩逸,neu
124179,蓝鸟,neu
100588,比亚迪元,neu
103463,朗逸,neu
101066,梅赛德斯-amg,neu
124884,上海大众,neu
115178,科鲁兹,neu
110311,奥迪,neu
117060,东风风神,neu
129714,北汽幻速s3l,neu
119591,奥迪,neu
113557,朗逸,pos
111508,jeep牧马人,neu
107843,昂克赛拉,neg
109536,本田,neu
131669,东风日产西玛,neu
121840,广汽传祺gs4,pos
121533,凯越,neu
108353,帝豪gl,neu
118778,东风日产,neu
104995,广汽丰田,neu
128691,梅赛德斯-奔驰,neu
129387,标志,neu
121942,奇骏,neu
109692,轩逸,neu
106364,轩逸,neu
121910,xc60,pos
108557,晶锐,neg
131191,amg,neu
117322,奔驰,neu
120599,高尔夫r,pos
122195,蒙迪欧rs,neu
114239,5系,neu
123385,英菲尼迪,neu
130150,长安马自达,neu
115923,宝马,neu
131856,哈弗,neu
107412,丰田,neg
114118,凌渡,neu
103545,福特,neu
107990,哈弗h6,neu
112251,现代,neu
126400,绅宝x65,pos
115218,福特,neu
104529,宝马,neu
118242,东风小康,pos
107258,gs8,neu
118875,江淮,neu
127832,奥迪a4l,neu
119347,宝马,pos
111990,大众高尔夫,pos
102541,丰田,pos
110052,皇冠,pos
122682,丰田,neu
122965,长安,neu
106861,日产轩逸,neu
105386,奥迪a4l,pos
120500,奥迪,neu
129330,凯美瑞,neu
117193,长安商用,neu
110893,速腾,neu
118916,迈腾,pos
117116,罗孚,neu
102180,东风日产,neu
105909,轩逸,pos
121847,雪佛兰,neu
113365,现代,neu
132965,奔腾x80,neu
113380,观致,neu
119409,宝骏,neu
111052,悦纳,neu
124955,奇瑞艾瑞泽5,neu
128625,途胜,neu
121782,野马,pos
130757,桑塔纳,neu
117912,标致408,neu
103775,路虎极光,pos
124136,长安马自达,neu
125645,明锐,pos
111594,威朗,pos
103282,宝马,neu
118108,迈腾b8,pos
119163,奥迪r8,neu
110447,大众,neu
102723,冠道,pos
109537,一汽-大众,neu
125016,林荫大道,neg
102402,PHIDEON辉昂,neu
104038,众泰z500,pos
105947,尼桑,neu
101152,HRV,neu
129635,奔驰,pos
129587,上汽通用别克,neu
101051,昕动,pos
121164,皇冠,neu
101704,迈腾,neu
111508,菲亚特克莱斯勒,neu
107343,昂科威,neu
124015,本田,neu
100848,凯美瑞,neu
107680,丰田凯美瑞,neu
112144,高尔夫,neu
108118,广汽三菱,neu
121678,奥迪,neu
117356,v6,pos
103989,宝马x6,neu
130393,保时捷,neu
121467,桑塔纳,neu
123404,普拉多,neu
128806,polo,neu
122376,雪铁龙,neu
126229,上汽大众,neu
105373,奥迪q5,neu
122812,沃尔沃xc90,pos
128713,朗逸,neu
104432,CTS,neu
125430,奥迪a5,pos
128339,奥迪a6l,neu
126501,起亚,neu
118762,三菱,neu
117356,蒙迪欧,pos
115875,现代起亚,neu
112404,广汽传祺,neu
119586,罗兰加洛斯,neu
108049,劳斯莱斯幻影,neu
107269,福特,neu
122605,一汽马自达cx-4,pos
124809,君越,pos
115610,q5,neu
131752,起亚kx3,neu
123768,布加迪威龙,neu
114505,奥迪,neu
109738,东风雪铁龙c4l,pos
110195,雷诺风朗,neu
106533,沃尔沃s60,neg
121399,昕锐,neg
121241,丰田,neu
105535,奥迪,neu
100972,本田飞度,neu
124078,大众,neg
121014,科鲁兹,pos
129266,五菱荣光v,pos
106319,兰博基尼,neu
105051,辉腾,neu
114176,途安L,pos
123351,rav4荣放,neu
121848,晶锐,pos
123096,欧尚,neu
116543,kx5,pos
113593,福特mustang,neg
114815,雪铁龙,neu
118261,cs75,neu
131089,gt-phev,neu
102348,奥迪A6,pos
105098,翼虎,neu
131089,三菱,pos
116238,速腾,neg
113565,迈腾,neu
127977,布加迪,neu
111991,雪铁龙cx,pos
102237,途胜,pos
126721,208,neu
126970,一汽大众,pos
105295,昂科威,neu
123878,西玛,neu
107094,一汽丰田,neu
101766,凯迪拉克ats-l,neu
109694,大众,neu
128400,缤智,neu
101901,丰田,neu
103889,东风日产,neu
101298,上汽大众,neu
128592,x5,pos
123334,宝马z4,neu
105423,途观,neu
115139,梅赛德斯,neu
105034,宝马x5,neu
130863,trax,neu
127438,上汽大众,neu
106866,qx30,neu
120144,比亚迪,neu
113440,525,neu
117474,索纳塔九,neu
131055,哈弗h6,neu
108507,奔驰,pos
130850,威驰,neu
101480,奥迪a6l,neu
110372,途观,neu
129386,轩逸,neu
103693,捷达,neu
119600,evo,neu
109145,奥迪,neu
123690,上汽通用,neu
125282,揽胜极光,neg
113114,花冠,neu
100358,上汽大众,neu
109773,大众,neg
119038,斯柯达Yeti,pos
103714,锐界,neu
126364,启辰,pos
100271,夏朗,pos
103851,宝骏560,neu
129016,长城,neu
121858,雷克萨斯,pos
125499,凯迪拉克ct6,pos
124562,三菱,pos
131133,斯柯达,pos
103792,别克昂科威,pos
125256,哈弗,neu
106662,xl,neu
127124,昕动,pos
115053,幻速s2,neu
114653,昂科威,neu
113137,三菱,neu
127245,速派,pos
112558,别克,neu
124635,amg,neu
127739,奥迪,neu
122341,玛莎拉蒂,pos
111632,爱信,pos
114381,奔驰,neu
106509,福特,neu
129779,福特福克斯,neu
126887,奔驰,neu
109151,丰田卡罗拉,pos
129688,陆风,neu
118720,宝马,neu
129803,盖世,neu
132443,逍客,neu
127751,轩逸,pos
121985,cs75,neu
103056,猎鹰,neu
132127,上海大众,neu
132139,雷克萨斯rx,neu
120609,海马s5,pos
114629,b8,neu
119389,比速,neu
109707,本田cr-v,neu
124881,哈弗h2,neu
132730,长安铃木,neu
127151,奥迪,neu
113959,psa,neu
130091,上汽大众斯柯达,pos
107615,速派,pos
115605,虎7,neu
123568,雪佛兰科沃兹,neu
115574,朗逸,neu
131852,凌渡GTS,pos
118476,飞度,neu
124062,途观,neu
132209,江淮,pos
107181,蓝旗亚,pos
118197,长安cs75,pos
116723,名爵mg5,neu
122286,比速,neu
119078,途观,neg
124639,猎豹,neu
109252,速腾,neu
111555,幻速,pos
105782,胜达,pos
123456,福克斯,neu
116619,轩逸,neu
126028,5系gt,neu
120433,致悦,neu
104391,北京奔驰,neu
102254,哈弗h7,pos
128505,别克,pos
125786,皇冠,neu
107057,迈凯伦mp4,neu
110168,奥迪,neu
123170,奔腾b50,neu
109633,斯柯达明锐,neu
122176,福特,neu
110474,北京现代,pos
102584,宝马,neu
101594,大众,neu
125320,路虎第五代发现,pos
115609,308,neu
128826,金牛座,neu
101411,锐界,pos
100956,日产阳光,neg
123792,昂科拉,neu
115025,cx5,neu
117923,锐志,pos
125379,宝来,neu
102276,速腾,neu
100438,长安铃木,pos
105073,广汽丰田,neu
115371,c4世嘉,pos
128080,广汽丰田,neu
113584,长安,neu
118281,速腾,neu
100639,斯柯达,neu
104802,缤智,neu
114034,比亚迪唐,pos
110237,卡罗拉,neu
127328,长安福特,pos
119407,长安,neu
119159,宝马,neu
101751,丰田,pos
107874,宝马5系,neu
123968,宝马,neu
131867,宝来,pos
100681,沃尔沃,neu
116426,捷达,neu
132952,大众,neu
113998,amg,neu
116215,凌派,neu
107917,宝马motorradvisionnext100,pos
110609,哈弗h6,pos
109030,奔驰,neu
109809,A60,neu
110395,北汽幻速s3l,neu
122374,帕萨特,neu
109778,沃尔沃xc90,neu
113990,上汽通用,neu
103777,沃尔沃,neu
103575,雷克萨斯,neu
101797,a6,neu
105270,起亚,neu
106705,森林人,neu
101767,奔驰amg,neu
118333,哈佛h1,neu
116864,吉利帝豪GS,neu
101892,m6,pos
101568,桑塔纳,neu
132845,威乐,neu
105043,宝骏310,pos
110369,昂克威,neu
103417,宝马i5,neu
130217,帕杰罗,neu
117294,沃尔沃,neu
108222,捷达,neu
121376,奥迪a5,neu
116196,东南dx3,pos
122728,保时捷macan,neu
127736,昂科威,neu
112813,a6,neu
103795,五菱,neu
131825,雷克萨斯,neu
130107,科鲁兹,pos
122317,英朗,neu
110262,宾利,neu
120102,奥迪,neu
130562,宝马,neu
122842,尚酷r,neu
131094,保时捷卡宴,neu
129898,北汽幻速,neu
118712,宾利,neu
121035,长安,neu
129033,朗逸,neg
127145,雅阁9.5,neg
121995,宝马x2,neu
121378,东风风神,neg
105089,揽胜,neu
101964,马自达cx-5,pos
132472,本田crv,neu
127208,长安,neu
106674,雷凌,neu
105389,佳美,pos
124394,北京现代,neu
108779,东风标致,neu
121171,哈弗h6,neu
104110,天籁,neu
100111,捷豹f-pace,neu
109998,速派,pos
120413,t2,neu
102163,宝马,neu
101839,大众途锐,neu
116541,x1,neu
107040,宝骏,pos
127786,索兰托l,neu
124065,宝马x5,neu
101440,奥迪,neu
130704,雪铁龙,neu
104211,昂科威很,pos
121677,帕萨特,neu
103688,君威,pos
114336,雷凌,neu
107454,奥迪,neu
119872,捷达,neu
130196,奔驰,neu
103828,长安,neu
122731,花冠,neu
131371,桑塔纳,pos
107564,大众,neu
112988,长安福特,neu
113012,凯迪拉克,neg
127424,宝马,pos
130750,标致,pos
132425,汉兰达,neu
119566,日产,neu
122228,qx50,neu
117677,哈弗,neu
114814,东风风行,neu
131659,凌派,neu
127062,XR-V,neu
117736,致悦,neu
126614,宝马,pos
127774,铃木维特拉,neu
107510,奇瑞,neu
104720,psa,neu
124003,丰田,neu
104865,广汽传祺,neu
125693,大众,neu
122912,沃尔沃,neu
108886,ix25,neu
100705,长城,neu
111076,凯迪拉克ats,neu
121086,奥迪a6l,neu
110734,宝马3系gt,pos
129126,高尔夫,neu
118587,福田,neu
116765,奥迪s5,neu
129349,明锐,neu
121649,长安,neu
116685,斯柯达,neu
111433,桑塔纳,neu
120969,奥迪,pos
118918,斯柯达明锐,neu
118553,速派,neu
128200,威朗,neu
106587,天籁,neu
130836,飞度,neu
113795,大众高尔夫,neu
126361,POLO,neu
131319,启程,neu
109093,丰田皇冠,neu
104248,宝马,neu
106687,丰田,neu
116372,速派,pos
125336,日产轩逸,neu
117720,jeep,neu
112403,逸动,pos
131432,大众高尔夫gti,neu
103880,宝骏560,neu
104963,雅阁,neu
126561,丰田,neu
108792,阿斯顿马丁,neu
124144,雨燕,pos
130043,速腾GLI,neu
120105,宝马,neu
126562,哈弗h2,neu
121454,avenir,neu
131649,途安L,pos
103794,朗动,pos
108297,日产,neu
100333,欧蓝德,neu
120677,广本,neu
109009,东风标致,pos
123251,威朗,neu
121364,林肯,neu
132726,朗逸,neu
131603,东风,pos
101936,bmw宝马,neu
110315,qx50,pos
126885,长安,neu
127620,轩逸,neu
105638,途观,pos
125574,东风日产,neu
112977,朗逸,neu
110054,观致3,neu
127750,长安,neg
126188,大众,neu
100018,劳斯莱斯幻影,neu
100969,海马m6,pos
110085,沃尔沃,neu
132840,凯越,neu
116987,gs4,neg
116987,gs5,neu
110437,大众桑塔纳,neu
126613,宝骏560,pos
113798,奇骏,pos
129279,科鲁兹,neu
101721,长安马自达,neu
126715,东风,neu
110122,西雅特,neu
116417,君越,neu
118946,昂科威,neu
113896,哈佛,neu
121327,飞度,neu
109096,揽胜,pos
117765,5系,neu
128530,3008,neu
103010,kx3,neu
107285,飞度,neu
124791,大捷龙,neu
127608,桑塔纳,neu
101970,北汽幻速h2v,neu
109763,gt-phev,neu
122681,丰田卡罗拉,neu
108603,现代,neu
113106,速腾,neu
102088,缤智,neu
106043,雅阁,neu
101841,上海大众帕萨特,neg
119813,名图,neu
131543,华晨宝马,neu
107792,东南,neu
102652,宝马x5m,neu
123391,众泰z700,pos
118665,腾势,neu
106523,途乐,neu
118520,凯越,neu
112034,特斯拉,neu
109958,菱悦v3,neu
107861,斯柯达,neu
129309,奥德赛,neu
116962,卡罗拉双擎,neu
101079,长安cs35,pos
101319,奔驰,neu
128470,轩逸,neg
103517,林肯,neu
113311,一汽丰田,neu
117051,睿翼,neu
124473,宝马,neu
100090,凯迪拉克,neu
106243,劳斯莱斯,neu
115712,起亚kx5,neu
107903,日产,neu
102244,斯柯达,neu
129465,丰田rav4,neu
112041,哈弗h6,neu
117749,远景,neu
132145,8系,pos
129968,天津一汽,neu
119703,索纳塔,pos
101844,致炫,neu
103066,斯柯达kodiaq,neu
104757,别克英朗,neu
130108,长城,neu
112340,悦动,neu
106379,华普,neu
115051,本田思域typer,pos
104855,速派,pos
116227,速派,neu
101128,福特,neu
115118,帝豪GS,pos
131051,别克,neu
131407,雅阁,pos
114783,奔驰,neu
131291,宝骏,neu
119939,奥迪,neu
116266,大切诺基,neu
104908,昂科威,neu
111607,五菱宏光,neu
121234,现代,neu
105712,雷凌,neg
113264,风行sx6,neu
110380,铃木,neu
120515,法拉利,neu
100420,一汽,pos
128554,东风日产,neu
124984,五菱宝骏,neu
101087,汉兰达,neu
122573,长安CS75,pos
123537,一汽大众,neu
113403,海马,neu
123013,君越,pos
128318,逍客,neu
115098,rav4荣放,neu
118396,别克凯越,neu
115067,众泰z300,pos
107803,领动,neu
130931,rav4荣放,neu
127596,丰田,neu
129171,宝马x3,neg
115604,沃尔沃,neg
100155,卡罗拉双擎,neu
104827,凯迪拉克,pos
100710,起亚,neu
131243,天籁,neu
125435,北京现代,neu
101619,荣威,neu
101347,兰博基尼,neu
122856,ATS,neu
108377,别克,neu
102730,翼虎,pos
100869,别克,neu
107989,奥迪rs3,neu
123944,速腾,neu
116247,奥迪,neu
116089,东风日产,neu
119509,宝马320li,neu
118486,q5,neu
103718,PSA标致雪铁龙,neu
101566,凌派,neu
127969,哈弗蓝标h2,neu
130141,508,neg
127676,帝豪gl,neu
128752,捷达,neu
108731,逍客,neu
131997,坦途,neu
107800,劳斯莱斯,neu
104377,长安cs35,neu
116402,蒙迪欧,neu
131787,X1,pos
120918,crv,neu
118333,哈弗h1,neu
126036,奔驰c200,neu
112317,福特,neu
114883,高尔夫,neu
115571,捷达,neu
112627,发现神行,neu
102708,奔驰,neu
125487,天籁,neg
119304,罗孚,neu
106027,宝马,neu
120719,本田,neu
110521,江淮,neu
106615,悦纳,pos
121982,大众,neu
120993,雷诺,neu
110027,奔驰,pos
124279,东风日产,pos
129516,途锐,neu
120450,宝骏730,pos
130009,广汽三菱劲炫,neg
109259,一汽丰田rav4荣放,neu
108893,卡罗拉,neu
109017,东风本田,neu
101557,v6,neu
119204,别克威朗,neu
126902,ga6,neu
118283,吉利,neu
101553,大众,pos
128766,雷克萨斯,neu
113734,东风日产奇骏,pos
130120,赛拉图,neu
121219,江淮瑞风s1,neu
101710,沃尔沃,neu
121340,mini,pos
106005,奥迪,neu
130369,jeep指南者,neu
115773,宝马,neu
108403,大众,neu
119634,速派,pos
112949,速腾,neu
128892,众泰z500,neu
112532,凯美瑞,neu
100737,xrv,neu
106379,全球鹰,neu
116100,速腾gli,neu
100169,保时捷,neu
124812,途胜,pos
118300,长安福特锐界,pos
122533,长安,neu
121218,幻影,neu
112946,卡罗拉,neu
116024,福特,neu
111293,马自达6,neu
129169,东风标致308,pos
125228,明锐,pos
127222,凯翼,neu
101488,蒙迪欧致胜,neu
124370,速腾,neu
126657,阳光,neu
111616,斯柯达Kodiaq,pos
131684,桑塔纳,neu
100877,法拉利,neu
106963,三菱,neu
123523,广汽传祺,neu
132048,凯迪拉克srx,neu
123100,轩逸,neu
132731,哈弗h6,neu
103138,东风标致3008,neu
120572,自由光,neu
124293,瑞纳,neu
111459,宝马,neu
119764,Polo,pos
129464,ux,neu
127555,奔驰cla,neu
103223,mg名爵,neu
103334,翼虎,neu
129940,福克斯,neu
106911,途观,pos
120183,威朗,neu
111697,s7,neu
118923,宝马3系f30,neu
103941,kx3,neu
120734,东风日产,neu
119157,宝马,neu
132266,特斯拉,neu
111807,启辰t90,pos
124808,吉利,neu
104960,奥德赛,neu
117025,宾利,neu
117820,沃尔沃,neu
128674,宝马,neu
130591,凯迪拉克,neu
119258,宝马5系,neu
121018,昕锐,pos
123522,雪佛兰,neu
126362,汉兰达,neu
124222,爱卡,neu
113471,别克,pos
116231,长安,neu
100729,福特,neu
109436,爱信,neu
131672,小昂,neu
120177,宝马,neu
125847,奔驰,pos
100435,荣威950,pos
117243,宝马,neu
118915,飞度,neu
105183,菲亚特,neg
132488,宝骏730,neu
108002,三菱,neg
107174,蒙迪欧,neu
107357,奥迪a5,neu
126971,一汽丰田,neu
109897,大众,neu
104227,奥迪,neu
122085,途观,pos
103084,索纳塔九,neu
118670,长安欧尚,neu
103431,大众,pos
106822,飞度,neg
102117,宝马,neu
115145,x1,neg
129825,昂科威,neu
100453,大众,neu
107834,宝马x1,neu
117595,斯柯达,neu
120189,宝马5系,neu
129500,讴歌,neu
126480,昕动,neu
102968,哈弗,neu
106197,英菲尼迪,neu
124808,逸动,neu
101958,索兰托,neu
106702,奥迪q7,neu
110414,帕萨特,pos
130975,x6,neu
114868,一汽丰田rav4荣放,neu
115155,福特野马,neu
112087,奔驰,pos
130144,爱卡,pos
104814,大众,pos
128273,途观,neu
107473,福特,neu
129097,桑塔纳,neu
120262,名图,neu
122929,明锐,neu
101464,迈腾,neu
116978,卡罗拉,neu
104714,阳光,neu
122501,逍客,pos
113864,众泰,pos
126045,路虎,neu
100727,宝马,neu
127180,保时捷,neg
101537,宝马2系mpv,neu
129387,起亚,neu
132484,缤智,pos
125461,发现神行,neu
103559,途观,neu
118524,梅赛德斯-奔驰,pos
115400,大众帕萨特,neu
112379,宝马,neu
132255,雷克萨斯,neu
109648,奥迪,neu
103012,英菲尼迪,neu
128098,宝马,neu
111628,大宝,neu
127840,野马,neu
119636,丰田,neg
123451,一汽,neu
107160,宝马,neu
122418,凯美瑞,neu
132761,哈弗suv,pos
126922,沃尔沃,neu
132929,君越,pos
131322,别克,neu
106847,奥迪r8,pos
131392,马自达,neu
108998,大众途观,neu
116196,dx3,pos
112829,北京现代,neu
113716,沃尔沃,neu
130925,迈锐宝xl,neu
121195,x3,neu
100225,铃木s-cross,neu
128583,高尔夫,neu
117304,迈腾,pos
118703,奥迪q7,neu
132799,本田杰德,neu
127855,Polo GTI,pos
124526,都灵,neu
128559,法拉利,neu
129919,艾力绅,neu
130900,长安欧尚,neu
126967,北汽幻速s3l,neu
130176,红旗,pos
104387,瑞风s3,neu
117652,玛莎拉蒂,neu
124349,奥迪q5,pos
104547,丰田,neu
108516,cc,neu
131850,本田gk5,neu
103185,普拉多,neu
116213,奥迪a1,neu
114077,众泰,neu
128833,速尊,neu
105615,夏利,neu
112030,smart,neg
104258,骐达,pos
128534,北汽幻速,neu
128530,标致,neg
102671,本田,neu
101812,别克,neu
105862,奥迪a1,neu
125395,奥迪,neu
102915,宝马,neu
118687,斯柯达,neu
114226,英菲尼迪q50l,neu
112958,现代,neu
129935,Polo,pos
105451,一汽丰田,neu
105523,奔驰,pos
114121,速派,neu
132855,科鲁兹,pos
114071,别克gl8,neu
104289,睿翼,neu
101390,捷豹,neu
108654,宝马,neu
123605,大众,neu
116368,xr-v,pos
125900,标致308,neu
130691,上海大众,neu
119292,梅赛德斯-奔驰,neu
105327,奔驰gl,neu
126953,宝马,neg
126622,三菱欧蓝德,neu
130128,奔奔MINI,neu
125553,速腾,neu
105989,北京现代,neu
112810,日野,pos
102531,328gt,neu
118446,捷达,neu
117122,大众朗逸,neu
102912,桑塔纳,neu
129783,通用,pos
130083,长安福特,neu
123436,丰田凯美瑞,neu
132418,大众波罗,neu
105587,威朗,neu
126478,大迈x5,pos
120964,东风标致,neu
130741,北京奔驰,neu
117127,迈腾,neu
128378,雷克萨斯,neg
123114,长安奔奔,neu
119491,雪佛兰,neu
125391,速腾,neu
107636,卡罗拉,pos
129115,长安,neu
121244,卡罗拉,neu
107326,ix25,neu
118313,丰田,neu
112972,一汽丰田,neu
125922,长江,neu
100470,哈弗,pos
120585,江淮,neu
126356,丰田雅力士,neu
128195,长安,neu
125412,比亚迪,neu
117899,本田,neu
106954,卡罗拉,neu
128026,福特,neu
109506,里程,neu
113312,林肯continental,neu
119903,吉普,neu
114625,哈弗,neu
109387,凌渡,neg
121315,梅赛德斯-奔驰,neu
102335,高尔夫7,pos
119438,北汽幻速,pos
121916,奥迪,neu
114299,现代,neg
121270,宝马,neu
127228,科鲁兹,neu
102464,宝马5系,neu
102883,揽胜,neu
116067,君越,neu
126005,凯迪拉克xts,neu
106070,风行S500,neu
107425,长城,neu
116718,海马m6,pos
114067,广汽本田,neu
131288,起亚,neu
110613,科鲁兹,pos
129745,起亚k2,neu
127547,大众,pos
123629,梅赛德斯-奔驰,pos
109388,明锐,neu
117110,宝马,neu
128210,一汽丰田,neu
119924,玛莎拉蒂,neu
123006,xr-v,neu
126080,北京,neg
125657,雅阁锐,pos
106706,君越,neu
127516,卡宴turbo,neu
116237,雅阁,neu
128260,丰田,pos
105738,霸道,neu
111922,奇骏,neu
101997,3系,pos
120134,梅甘娜,neu
116091,昕悦,pos
110607,macan,neu
121476,大众帕萨特,pos
124604,红旗h7,neu
126094,福特,neu
131023,奇骏,neu
127483,翼虎,neg
105848,大众,neu
123116,k5,neu
107960,玛莎拉蒂,neu
123237,福克斯,neg
119921,英菲尼迪qx50,pos
115277,奥迪,neu
127244,东风本田竞瑞,neu
122819,麦弗逊,pos
117692,奔奔,pos
130907,雪佛兰,pos
125931,保时捷,neu
120534,阳光,neu
120039,奥迪q3,neu
129647,林肯,pos
114567,比亚迪,pos
118961,大众迈腾,neu
100065,凯迪拉克,neu
123174,汉兰达,neu
102458,上海大众,neg
129592,gs5,neu
117645,汉兰达,neu
128022,汉兰达,neu
110425,福特,pos
116420,哈弗,neu
109269,起亚,neu
105300,迈腾,neu
110449,途安,pos
113800,夏朗,pos
102258,现代索纳塔九,neu
103969,奇骏,neu
122893,途锐,pos
131296,奔驰,neu
102421,五菱,neu
123581,现代,neu
131218,标致2008,neu
122927,保时捷,neg
118070,迈腾,neu
120122,x2,neu
105963,东风日产启辰,neu
120334,日产逍客,neu
103034,朗逸,neu
102067,明锐,pos
118838,glc,neu
114624,大众,neu
117402,卡罗拉,neu
118838,glk,neu
132416,北汽幻速H2,neu
129635,gla200,neg
108797,宝马,neu
125700,保时捷911,neu
118473,奥迪urban,neu
125489,宝马,neu
123025,奔驰e,neu
124554,威旺s50,neu
120349,哈弗SUV,neu
119408,雪佛兰,neu
119732,汉兰达,neu
109336,霍顿,neu
113545,本田,neu
108540,马自达CX-5,neu
103152,奔驰,neu
124031,吉利,neu
126311,雪佛兰,neu
129534,丰田凯美瑞,neu
102235,捷豹路虎,neu
107181,阿尔法罗密欧,pos
